,Date,Away_Team,Home_Team,Away_Prob_Athletic,Home_Prob_Athletic,Away_Prob_538,Home_Prob_538,Home_ML,Away_ML,Home_Prob_Implied,Away_Prob_Implied,Home_KC_Athletic,Away_KC_Athletic,Home_KC_538,Away_KC_538,Home_Combined,Away_Combined,Bet_Athletic,Bet_538,Bet_Combined,Won_Athletic,Tracker_Athletic,Won_538,Tracker_538,Won_Combined,Tracker_Combined
171,2021-09-25,Seattle Mariners,Los Angeles Angels,0.5401,0.4599,0.5,0.5,120,-140,0.4545454545,0.5833333333,0.0009816666667,0,0.008333333333,0,0.0046575,0,104.2304217,899.4333333,476.043075,1,102172.4372,1,108629.5284,1,102275.8262
172,2021-09-26,Kansas City Royals,Detroit Tigers,0.5439,0.4561,0.44,0.56,-105,-115,0.512195122,0.5348837209,0,0.0019385,0.0098,0,0,0,198.060422,1064.574,0,1,102344.6636,0,107564.9544,-1,102275.8262
173,2021-09-26,Pittsburgh Pirates,Philadelphia Phillies,0.404,0.596,0.32,0.68,-200,170,0.6666666667,0.3703703704,0,0.005341176471,0.004,0,0,0,545.7186824,434.52,0,1,103272.3854,0,107130.4344,-1,102275.8262
174,2021-09-26,Texas Rangers,Baltimore Orioles,0.5457,0.4543,0.47,0.53,-135,115,0.5744680851,0.4651162791,0,0.01506565217,0,0.0009130434783,0,0.007989347826,1539.287814,99.18391304,817.1185383,1,105042.5664,1,107244.4959,1,103215.5125
175,2021-09-26,Miami Marlins,Tampa Bay Rays,0.3349,0.6651,0.3,0.7,-290,230,0.7435897436,0.303030303,0,0.004572608696,0,0,0,0,467.1925757,0,0,0,104575.3738,-1,107244.4959,-1,103215.5125
176,2021-09-26,Washington Nationals,Cincinnati Reds,0.3922,0.6078,0.42,0.58,-180,155,0.6428571429,0.3921568627,0,7.10E-06,0,0.004580645161,0,0.002293870968,0.7250916129,497.5954839,234.6079471,0,104574.6487,0,106746.9004,0,102980.9046
177,2021-09-26,Chicago White Sox,Cleveland Indians,0.5595,0.4405,0.52,0.48,140,-160,0.4166666667,0.6153846154,0.004085714286,0,0.01085714286,0,0.007471428571,0,417.4456,1179.411429,764.1478286,0,104157.2031,0,105567.489,0,102216.7567
178,2021-09-26,Toronto Blue Jays,Minnesota Twins,0.5684,0.4316,0.59,0.41,160,-190,0.3846153846,0.6551724138,0.007635,0,0.004125,0,0.00588,0,780.08322,448.09875,601.38288,0,103377.1199,0,105119.3902,0,101615.3739
179,2021-09-26,New York Mets,Milwaukee Brewers,0.3959,0.6041,0.42,0.58,-170,150,0.6296296296,0.4,0,0,0,0.003333333333,0,0,0,362.1,0,-1,103377.1199,0,104757.2902,-1,101615.3739
180,2021-09-26,St. Louis Cardinals,Chicago Cubs,0.5145,0.4855,0.55,0.45,140,-160,0.4166666667,0.6153846154,0.0118,0,0.005714285714,0,0.008757142857,0,1205.6296,620.7428571,895.6455429,0,102171.4903,0,104136.5474,0,100719.7283
181,2021-09-26,San Francisco Giants,Colorado Rockies,0.5639,0.4361,0.58,0.42,150,-170,0.4,0.6296296296,0.006016666667,0,0.003333333333,0,0.004675,0,614.7348667,362.1,478.1403,0,101556.7554,0,103774.4474,0,100241.588
182,2021-09-26,Houston Astros,Oakland Athletics,0.5105,0.4895,0.56,0.44,100,-120,0.5,0.5454545455,0,0,0,0.0032,0,0,0,347.616,0,-1,101556.7554,0,103426.8314,-1,100241.588
183,2021-09-26,Seattle Mariners,Los Angeles Angels,0.441,0.559,0.46,0.54,-140,120,0.5833333333,0.4545454545,0,0,0,0.001,0,0,0,108.63,0,-1,101556.7554,1,103557.1874,-1,100241.588
184,2021-09-26,Atlanta Braves,San Diego Padres,0.3709,0.6291,0.43,0.57,-150,130,0.6,0.4347826087,0.007275,0,0,0,0,0,743.3013,0,0,0,100813.4541,-1,103557.1874,-1,100241.588
185,2021-09-27,Chicago White Sox,Detroit Tigers,0.6159,0.3841,0.52,0.48,140,-160,0.4166666667,0.6153846154,0,0.000134,0.01085714286,0,0,0,13.50900285,1124.335177,0,1,100821.8973,0,102432.8522,-1,100241.588
186,2021-09-27,Kansas City Royals,Cleveland Indians,0.4655,0.5345,0.35,0.65,-160,140,0.6153846154,0.4166666667,0,0.008371428571,0.009,0,0,0,843.9526304,932.0146862,0,0,99977.94464,1,103015.3614,-1,100241.588
187,2021-09-27,Washington Nationals,Colorado Rockies,0.424,0.576,0.43,0.57,-180,155,0.6428571429,0.3921568627,0,0.005238709677,0,0.006225806452,0,0.005732258065,528.1324178,644.7270051,574.6106513,1,100796.5499,1,104014.6882,1,101132.2345
188,2021-09-27,Oakland Athletics,Seattle Mariners,0.5158,0.4842,0.47,0.53,-110,-110,0.5238095238,0.5238095238,0,0,0.0013,0,0,0,0,134.6243436,0,-1,100796.5499,1,104137.074,-1,101132.2345
189,2021-09-27,Chicago White Sox,Detroit Tigers,0.6159,0.3841,0.52,0.48,140,-160,0.4166666667,0.6153846154,0,0.000134,0.01085714286,0,0,0,13.50900285,1124.335177,0,1,100804.993,0,103012.7388,-1,101132.2345
190,2021-09-27,Kansas City Royals,Cleveland Indians,0.4655,0.5345,0.35,0.65,-160,140,0.6153846154,0.4166666667,0,0.008371428571,0.009,0,0,0,843.9526304,932.0146862,0,0,99961.04038,1,103595.248,-1,101132.2345
191,2021-09-27,Washington Nationals,Colorado Rockies,0.424,0.576,0.43,0.57,-180,155,0.6428571429,0.3921568627,0,0.005238709677,0,0.006225806452,0,0.005732258065,528.1324178,644.7270051,574.6106513,1,100779.6456,1,104594.5748,1,102022.881
192,2021-09-27,Oakland Athletics,Seattle Mariners,0.5158,0.4842,0.47,0.53,-110,-110,0.5238095238,0.5238095238,0,0,0.0013,0,0,0,0,134.6243436,0,-1,100779.6456,1,104716.9606,-1,102022.881
193,2021-09-28,Miami Marlins,New York Mets,0.3869,0.6131,0.41,0.59,-180,155,0.6428571429,0.3921568627,0,0,0,0.002935483871,0,0,0,305.692701,0,-1,100779.6456,0,104411.2679,-1,102022.881
194,2021-09-28,Chicago Cubs,Pittsburgh Pirates,0.4529,0.5471,0.54,0.46,-110,-110,0.5238095238,0.5238095238,0.004891,0,0,0.0034,0,0,492.9959255,354.0660515,0,1,101227.8237,0,104057.2019,-1,102022.881
195,2021-09-28,Boston Red Sox,Baltimore Orioles,0.7019,0.2981,0.66,0.34,215,-265,0.3174603175,0.7260273973,0,0,0.003302325581,0,0,0,0,343.8945234,0,-1,101227.8237,1,104796.5751,-1,102022.881
196,2021-09-28,New York Yankees,Toronto Blue Jays,0.4702,0.5298,0.48,0.52,-130,110,0.5652173913,0.4761904762,0,0,0,0.0007272727273,0,0,0,75.7360538,0,-1,101227.8237,1,104879.8847,-1,102022.881
197,2021-09-28,Philadelphia Phillies,Atlanta Braves,0.5163,0.4837,0.42,0.58,-120,100,0.5454545455,0.5,0,0.00326,0.0076,0,0,0,328.5967526,791.4417622,0,0,100899.227,1,105539.4195,-1,102022.881
198,2021-09-28,Milwaukee Brewers,St. Louis Cardinals,0.5592,0.4408,0.47,0.53,105,-125,0.487804878,0.5555555556,0,0.00082,0.008238095238,0,0,0,82.65317091,857.8911332,0,0,100816.5738,1,106440.2052,-1,102022.881
199,2021-09-28,Cincinnati Reds,Chicago White Sox,0.4199,0.5801,0.44,0.56,-180,155,0.6428571429,0.3921568627,0,0.004564193548,0,0.007870967742,0,0.006217580645,460.0549627,819.65955,628.7978239,0,100356.5189,0,105620.5457,0,101394.0832
200,2021-09-28,Tampa Bay Rays,Houston Astros,0.3994,0.6006,0.45,0.55,-140,120,0.5833333333,0.4545454545,0.004144,0,0,0,0,0,417.7009027,0,0,1,100654.8766,-1,105620.5457,-1,101394.0832
201,2021-09-28,Washington Nationals,Colorado Rockies,0.4295,0.5705,0.46,0.54,-140,120,0.5833333333,0.4545454545,0,0,0,0.001,0,0,0,104.137074,0,-1,100654.8766,0,105516.4086,-1,101394.0832
202,2021-09-28,Arizona Diamondbacks,San Francisco Giants,0.3498,0.6502,0.29,0.71,-290,230,0.7435897436,0.303030303,0,0.006710434783,0,0,0,0,676.3886743,0,0,0,99978.48797,-1,105516.4086,-1,101394.0832
203,2021-09-28,Oakland Athletics,Seattle Mariners,0.5642,0.4358,0.55,0.45,105,-125,0.487804878,0.5555555556,0,0.001945,0,0,0,0,196.0492895,0,0,0,99782.43868,-1,105516.4086,-1,101394.0832
204,2021-09-29,Washington Nationals,Colorado Rockies,0.4441,0.5559,0.54,0.46,-116,-102,0.537037037,0.504950495,0.0040744,0,0,0.00708,0,0,406.5535682,747.0561729,0,1,100132.9159,0,104769.3524,-1,101394.0832
205,2021-09-29,Chicago Cubs,Pittsburgh Pirates,0.4756,0.5244,0.52,0.48,100,-118,0.5,0.5412844037,0.00488,0,0,0,0,0,486.9383008,0,0,0,99645.97759,-1,104769.3524,-1,101394.0832
206,2021-09-29,Boston Red Sox,Baltimore Orioles,0.6662,0.3338,0.64,0.36,210,-255,0.3225806452,0.7183098592,0.001656190476,0,0.005523809524,0,0.00359,0,165.2587246,582.8525428,364.0047587,0,99480.71887,0,104186.4999,0,101030.0784
207,2021-09-29,New York Yankees,Toronto Blue Jays,0.5305,0.4695,0.49,0.51,-102,-116,0.504950495,0.537037037,0,0,0.00102,0,0,0,0,107.6267368,0,-1,99480.71887,1,104292.0163,-1,101030.0784
208,2021-09-29,Miami Marlins,New York Mets,0.3828,0.6172,0.4,0.6,-180,152,0.6428571429,0.3968253968,0,0,0,0.0005263157895,0,0,0,55.5349519,0,-1,99480.71887,1,104376.4294,-1,101030.0784
209,2021-09-29,Philadelphia Phillies,Atlanta Braves,0.4479,0.5521,0.38,0.62,-142,120,0.5867768595,0.4545454545,0,0,0.00804,0,0,0,0,848.3519252,0,-1,99480.71887,1,104973.8604,-1,101030.0784
210,2021-09-29,Detroit Tigers,Minnesota Twins,0.3722,0.6278,0.43,0.57,-188,158,0.6527777778,0.3875968992,0,0,0,0.006924050633,0,0,0,730.6009558,0,-1,99480.71887,0,104243.2594,-1,101030.0784
211,2021-09-29,Los Angeles Angels,Texas Rangers,0.4619,0.5381,0.52,0.48,-122,104,0.5495495495,0.4901960784,0,0,0,0.005846153846,0,0,0,616.865158,0,-1,99480.71887,1,104884.7992,-1,101030.0784
212,2021-09-29,Cincinnati Reds,Chicago White Sox,0.3817,0.6183,0.42,0.58,-178,150,0.6402877698,0.4,0,0,0,0.003333333333,0,0,0,351.721362,0,-1,99480.71887,0,104533.0778,-1,101030.0784
213,2021-09-29,Arizona Diamondbacks,San Francisco Giants,0.3573,0.6427,0.32,0.68,-275,225,0.7333333333,0.3076923077,0,0.007165555556,0,0.001777777778,0,0.004471666667,714.9966078,187.5847264,453.4005421,0,98765.72226,0,104345.4931,0,100576.6779
214,2021-09-29,San Diego Padres,Los Angeles Dodgers,0.3457,0.6543,0.25,0.75,-295,240,0.746835443,0.2941176471,0,0.0073075,0.00125,0,0,0,729.1601707,131.8955108,0,0,98036.56209,1,104390.2034,-1,100576.6779
215,2021-09-30,Milwaukee Brewers,St. Louis Cardinals,0.4756,0.5244,0.46,0.54,-116,-102,0.537037037,0.504950495,0,0,0.00064,0,0,0,0,66.80973019,0,-1,98036.56209,1,104447.798,-1,100576.6779
216,2021-09-30,Los Angeles Angels,Texas Rangers,0.5605,0.4395,0.57,0.43,110,-130,0.4761904762,0.5652173913,0,0,0,0.0011,0,0,0,114.8292238,0,-1,98036.56209,0,104332.9688,-1,100576.6779
217,2021-09-30,Boston Red Sox,Baltimore Orioles,0.6448,0.3552,0.64,0.36,184,-220,0.3521126761,0.6875,0.0004765217391,0,0.001217391304,0,0.0008469565217,0,46.71655307,127.0837259,85.18407328,1,98122.52055,1,104566.8028,1,100733.4166
218,2021-09-30,New York Yankees,Toronto Blue Jays,0.478,0.522,0.43,0.57,-142,120,0.5867768595,0.4545454545,0,0.0043,0,0,0,0,421.557217,0,0,1,98628.38921,-1,104566.8028,-1,100733.4166
219,2021-09-30,Philadelphia Phillies,Atlanta Braves,0.442,0.558,0.39,0.61,-156,132,0.609375,0.4310344828,0,0.001927272727,0.00016,0,0,0,188.9431924,16.70243255,0,0,98439.44602,1,104577.5095,-1,100733.4166
220,2021-09-30,Detroit Tigers,Minnesota Twins,0.3889,0.6111,0.43,0.57,-200,168,0.6666666667,0.3731343284,0,0.002515,0,0.009071428571,0,0.005793214286,246.5619537,946.9682739,582.6622472,1,98853.6701,1,106168.4162,1,101712.2892
221,2021-09-30,Cleveland Indians,Kansas City Royals,0.5232,0.4768,0.58,0.42,126,-148,0.4424778761,0.5967741935,0.006156190476,0,0,0,0,0,603.5317499,0,0,0,98250.13835,-1,106168.4162,-1,101712.2892
222,2021-09-30,San Diego Padres,Los Angeles Dodgers,0.3716,0.6284,0.34,0.66,-215,180,0.6825396825,0.3571428571,0,0.002248888889,0,0,0,0,220.4733352,0,0,0,98029.66501,-1,106168.4162,-1,101712.2892
223,2021-10-01,Boston Red Sox,Washington Nationals,0.6683,0.3317,0.54,0.46,168,-200,0.3731343284,0.6666666667,0,0.00049,0.01385714286,0,0,0,48.03453586,1471.190911,0,1,98053.68228,0,104697.2253,-1,101712.2892
224,2021-10-01,Cleveland Indians,Texas Rangers,0.482,0.518,0.55,0.45,104,-122,0.4901960784,0.5495495495,0.005453846154,0,0,0.0001,0,0,534.6387115,10.61684162,0,0,97519.04357,1,104705.9277,-1,101712.2892
225,2021-10-01,Detroit Tigers,Chicago White Sox,0.2723,0.7277,0.34,0.66,-280,230,0.7368421053,0.303030303,0,0,0,0.005304347826,0,0,0,563.1542079,0,-1,97519.04357,0,104142.7734,-1,101712.2892
226,2021-10-01,Milwaukee Brewers,Los Angeles Dodgers,0.3344,0.6656,0.35,0.65,-230,190,0.696969697,0.3448275862,0,0,0,0.0007894736842,0,0,0,83.81717071,0,-1,97519.04357,0,104058.9563,-1,101712.2892
227,2021-10-01,Los Angeles Angels,Seattle Mariners,0.4383,0.5617,0.39,0.61,-174,146,0.6350364964,0.406504065,0,0.00535739726,0,0,0,0,525.1838588,0,0,1,98285.812,-1,104058.9563,-1,101712.2892
228,2021-10-02,Tampa Bay Rays,New York Yankees,0.3812,0.6188,0.48,0.52,-136,116,0.5762711864,0.462962963,0.0100368,0,0,0.003172413793,0,0,986.4750379,330.1180682,0,0,97299.33697,1,104441.8932,-1,101712.2892
229,2021-10-02,Baltimore Orioles,Toronto Blue Jays,0.279,0.721,0.33,0.67,-280,230,0.7368421053,0.303030303,0,0,0,0.003869565217,0,0,0,402.6629178,0,-1,97299.33697,0,104039.2303,-1,101712.2892
230,2021-10-02,Boston Red Sox,Washington Nationals,0.5331,0.4669,0.57,0.43,126,-148,0.4424778761,0.5967741935,0.00438047619,0,0,0,0,0,430.5386593,0,0,0,96868.79831,-1,104039.2303,-1,101712.2892
231,2021-10-02,San Diego Padres,San Francisco Giants,0.4879,0.5121,0.41,0.59,-162,136,0.6183206107,0.4237288136,0,0.01113558824,0,0,0,0,1094.470332,0,0,1,98357.27796,-1,104039.2303,-1,101712.2892
232,2021-10-02,Cincinnati Reds,Pittsburgh Pirates,0.573,0.427,0.59,0.41,136,-162,0.4237288136,0.6183206107,0.0005676470588,0,0,0,0,0,55.79165211,0,0,1,98433.1546,-1,104039.2303,-1,101712.2892
233,2021-10-02,Cleveland Indians,Texas Rangers,0.5513,0.4487,0.58,0.42,130,-154,0.4347826087,0.6062992126,0.002462307692,0,0,0,0,0,242.0099109,0,0,1,98747.76749,-1,104039.2303,-1,101712.2892
234,2021-10-02,Oakland Athletics,Houston Astros,0.4188,0.5812,0.38,0.62,-166,140,0.6240601504,0.4166666667,0,0.0003657142857,0,0,0,0,35.94452553,0,0,0,98711.82296,-1,104039.2303,-1,101712.2892
235,2021-10-02,Detroit Tigers,Chicago White Sox,0.2686,0.7314,0.32,0.68,-290,235,0.7435897436,0.2985074627,0,0,0,0.003063829787,0,0,0,318.8189299,0,-1,98711.82296,0,103720.4114,-1,101712.2892
236,2021-10-02,Chicago Cubs,St. Louis Cardinals,0.3825,0.6175,0.4,0.6,-186,156,0.6503496503,0.390625,0,0,0,0.001538461538,0,0,0,160.090702,0,-1,98711.82296,1,103970.1529,-1,101712.2892
237,2021-10-02,New York Mets,Atlanta Braves,0.488,0.512,0.45,0.55,-130,110,0.5652173913,0.4761904762,0,0.002254545455,0,0,0,0,221.5898307,0,0,0,98490.23313,-1,103970.1529,-1,101712.2892
238,2021-10-02,Colorado Rockies,Arizona Diamondbacks,0.4245,0.5755,0.51,0.49,-142,120,0.5867768595,0.4545454545,0,0,0,0.01016666667,0,0,0,1057.932722,0,-1,98490.23313,0,102912.2202,-1,101712.2892
239,2021-10-02,Los Angeles Angels,Seattle Mariners,0.4632,0.5368,0.43,0.57,-188,158,0.6527777778,0.3875968992,0,0.01234531646,0,0.006924050633,0,0.009634683544,1213.369452,720.5094821,979.9657188,0,97276.86368,0,102191.7107,0,100732.3235
0,2021-10-03,Cleveland Indians,Texas Rangers,0.4529,0.5471,0.53,0.47,-108,-108,0.5192307692,0.5192307692,0.0057968,0,0,0.00224,0,0,563.8945234,228.9094319,0,0,96712.96916,1,102403.6639,-1,100732.3235
1,2021-10-03,Cincinnati Reds,Pittsburgh Pirates,0.547,0.453,0.56,0.44,124,-146,0.4464285714,0.593495935,0.001187096774,0,0,0,0,0,115.4770511,0,0,0,96597.49211,-1,102403.6639,-1,100732.3235
2,2021-10-03,San Diego Padres,San Francisco Giants,0.3598,0.6402,0.36,0.64,-215,180,0.6825396825,0.3571428571,0,0.0004133333333,0,0.0004444444444,0,0.0004288888889,40.20777032,45.41853808,43.20297428,0,96557.28434,0,102358.2453,0,100689.1205
3,2021-10-03,Boston Red Sox,Washington Nationals,0.7102,0.2898,0.58,0.42,176,-210,0.3623188406,0.6774193548,0,0.010162,0.009045454545,0,0,0,988.5274887,924.3704739,0,1,97028.01171,0,101433.8748,-1,100689.1205
4,2021-10-03,Tampa Bay Rays,New York Yankees,0.3936,0.6064,0.49,0.51,-142,120,0.5867768595,0.4545454545,0.0047488,0,0,0.0065,0,0,461.9483702,664.2461194,0,1,97353.32747,0,100769.6287,-1,100689.1205
5,2021-10-03,Baltimore Orioles,Toronto Blue Jays,0.2614,0.7386,0.31,0.69,-350,280,0.7777777778,0.2631578947,0,0,0,0.006357142857,0,0,0,649.6473036,0,-1,97353.32747,0,100119.9814,-1,100689.1205
6,2021-10-03,Philadelphia Phillies,Miami Marlins,0.5354,0.4646,0.52,0.48,-104,-112,0.5098039216,0.5283018868,0,0.0015048,0,0,0,0,146.3822245,0,0,0,97206.94524,-1,100119.9814,-1,100689.1205
7,2021-10-03,Detroit Tigers,Chicago White Sox,0.2635,0.7365,0.37,0.63,-255,210,0.7183098592,0.3225806452,0.0064575,0,0,0.007,0,0,628.1653472,715.3419747,0,0,96578.77989,1,101622.1996,-1,100689.1205
8,2021-10-03,Oakland Athletics,Houston Astros,0.4119,0.5881,0.37,0.63,-168,142,0.6268656716,0.4132231405,0,0,0.00084,0,0,0,0,85.84103697,0,-1,96578.77989,1,101673.2954,-1,100689.1205
9,2021-10-03,Milwaukee Brewers,Los Angeles Dodgers,0.3497,0.6503,0.31,0.69,-295,240,0.746835443,0.2941176471,0,0.007874166667,0,0.00225,0,0.005062083333,765.9742374,229.931349,509.9154157,0,95812.80566,0,101443.3641,0,100179.2051
10,2021-10-03,Minnesota Twins,Kansas City Royals,0.4942,0.5058,0.53,0.47,-108,-108,0.5192307692,0.5192307692,0,0,0,0.00224,0,0,0,228.9094319,0,-1,95812.80566,1,101655.3173,-1,100179.2051
11,2021-10-03,Los Angeles Angels,Seattle Mariners,0.468,0.532,0.42,0.58,-180,152,0.6428571429,0.3968253968,0,0.0118,0,0.003842105263,0,0.007821052632,1147.866991,392.6313094,787.8328034,1,97557.56348,1,102252.1168,1,101376.7109
12,2021-10-03,Chicago Cubs,St. Louis Cardinals,0.4346,0.5654,0.39,0.61,-158,134,0.6124031008,0.4273504274,0,0.001265970149,0,0,0,0,123.1496056,0,0,1,97722.58395,-1,102252.1168,-1,101376.7109
13,2021-10-03,New York Mets,Atlanta Braves,0.3873,0.6127,0.38,0.62,-156,132,0.609375,0.4310344828,0.0008512,0,0.00272,0,0.0017856,0,82.80206636,277.961453,179.8676368,1,97775.6622,1,102430.2973,1,101492.0107